qid,query
test-environment-opecewiahw-pro01a,the dam would power africa only 29 of sub saharan africa s population has access to electricity 1 this has immense consequences not just for the economy as production and investment is constrained but also on society the world bank says lack of electricity affects human rights people cannot access modern hospital services without electricity or feel relief from sweltering heat food cannot be refrigerated and businesses cannot function children cannot go to school the list of deprivation goes on 2 conveniently it is suggested that the grand inga will thus provide more than half of the continent with renewable energy at a low price 3 providing electricity to half a billion people so eliminating much of this electricity gap 4 1 world bank energy addressing the electricity access gap world bank june 2010 p 89 2 the world bank energy the facts worldbank org 2013 3 sainfo reporter sa drc pact paves way for grand inga southafrica info 20 may 2013 4 pearce fred will huge new hydro projects bring power to africa s people yale environment 360 30 may 2013
test-environment-opecewiahw-pro03a,will enable the rebuilding of drc dr congo has been one of the most war ravaged countries in the world over the last two decades the grand inga provides a project that can potentially benefit everyone in the country by providing cheap electricity and an economic boost it will also provide large export earnings to take an comparatively local example ethiopia earns 1 5million per month exporting 60mw to djibouti at 7 cents per kwh 1 comparable to prices in south africa 2 so if congo were to be exporting 500 times that at 30 000 mw only 3 4ths of the capacity it would be earning 9billion per year this then will provide more money to invest and to ameliorate problems the project can therefore be a project for the nation to rally around helping create and keep stability after the surrender of the rebel group m23 in october 2013 1 woldegebriel e g ethiopia plans to power east africa with hydro trust org 29 january 2013 2 burkhardt paul eskom to raise s africa power price 8 annually for 5 years bloomberg 28 february 2013
test-environment-opecewiahw-con01a,such a big project is beyond drc s capacity the grand inga dam project is huge while it means huge potential benefits it just makes it more difficult for the country to manage transparency international ranks drc as 160th out of 176 in terms of corruption 1 so it is no surprise that projects in the country are plagued by it 2 such a big project would inevitably mean billions siphoned off even if it is built will the drc be able to maintain it this seems unlikely the inga i and ii dams only operate at half their potential due to silting up and a lack of maintenance 3 1 corruption perceptions index 2012 transparency international 2012 2 bosshard peter grand inga the world bank s latest silver bullet for africa huffington post 21 april 2013 3 vasagar jeevan could a 50bn plan to tame this mighty river bring electricity to all of africa the guardian 25 february 2005
test-health-hdond-pro02a,prioritizing donors creates an incentive to become a donor the greatest argument for this policy is also the simplest it will save thousands perhaps millions of lives a policy of prioritizing transplants for donors would massively increase the proportion of donors from the status quo of at best just over 30 confirmed organ donors given the number of people who die under circumstances that render many of their organs useless the rate of donor registration must be as high as possible the overwhelming incentive that this policy would create to register may well eliminate the scarcity for certain organs altogether a bonus benefit of this would mean that for organs where the scarcity was eliminated this policy would not even need to make good on its threat of denial of organs to non donors and even if this happened for every organ and thus reduced the incentive to register as a donor the number of donors could only fall as far as until there was a scarcity again thus reviving the incentive to donate until the rate of donation reaches an equilibrium with demand
test-health-hdond-pro03a,organ donors are more deserving of organs reciprocity is a basic moral principle afford others the good treatment you yourself would like to receive in most cases it is a hypothetical one must place oneself in the other person s position even though one will never actually be in their place however how donor and non donors are treated when they themselves are in need is a situation in which reciprocity becomes a practical reality this principle of reciprocity suggests that people who are willing to donate their organs more deserve to receive organs when they need them and there is good reason to believe in reciprocity those who would flaunt this principle are basically stating that they expect something of other people that they themselves are unwilling to do this is a position that is either incoherent or based on the unjustified premise that oneself is more objectively valuable than other people the concept of desert has a foundational role in our society for example innocent people deserve not to be put in prison even if it would be useful to frame and make an example of an innocent person in order to quell a period of civil unrest
test-health-hdond-con01a,the right to access healthcare is absolute healthcare is a primary means by which individuals actualize their right to be protected against an untimely death the ability to access healthcare to not have the government actively intervene against one receiving it is of fundamental importance for living a long and worthwhile life and is hence entrenched in the constitutions of many liberal democracies and much of international human rights literature who health and human rights while some rights such as the right to mobility can be taken away as a matter of desert in almost all societies absolutely fundamental rights such as the right to a fair trial are actually inalienable and ought to never be violated what this means in practice is that one s access to healthcare should not be continent the government should set no standards on who deserves life saving treatment and who doesn t to do so would be to assign a dangerous power of life and death over the government
test-health-dhgsshbesbc-pro01a,it s in the interests of employers it s in the interests of employers a long incurable and debilitating condition has stricken one of their employees they will have to make provision for possible sickness cover and replacement workers potentially for medical and or retirement costs hiv can make people tired and can lead to being sick more often as it means the immune system will not be able to fight off infections as well as it normally would 1 the employee s productivity might be reduced to the point at which their continued employment is no longer viable if things are made difficult for employers with hiv positive workers then they are less likely in the future to employ people who they suspect are hiv positive employers must be listened to in this debate in many hiv stricken countries they re the last thing between a semi functioning society and complete economic and social collapse traditional rights ideas such as concerns about privacy of medical records are less important than the benefit to society of being able to cope with the unique problem of hiv more effectively 1 dickens carol signs of hiv aids symptoms aids symptoms
test-health-dhgsshbesbc-con02a,the risks of ignorance and prejudice are too high this measure could be actively dangerous for hiv positive workers ignorance causes so much bad behaviour towards aids sufferers and hiv positive men and women a fifth of men in the uk who disclose their hiv positive status at work then experience hiv discrimination 1 the proposition seeks to institutionalise and widen the shunning and ill treatment of hiv positive workers that already happens when people find out about their condition even if not motivated by prejudice co workers will often take excessive precautions which are medically unnecessary and inflame unsubstantiated fears of casual transmission in addition many people who are hiv positive choose not to reveal their condition for fear of violent reactions to them from their families and the rest of society if disclosure to an employer is compulsory then the news will inevitably leak out to the wider community in effect they will lose any right of privacy completely 1 pebody 2009
test-health-dhiacihwph-pro01a,easily affordable drugs will mean greater access generic drugs are much cheaper to produce which is ideal for africa s struggling population while there has been significant gross domestic product gdp growth in africa the actual distribution of wealth is relatively unequal according to afrobarometer 53 of africans still feel that their economic condition is poor 1 this restricts their ability to purchase high cost drugs generic medication would reduce the price of these drugs making them affordable to the average citizen the patented drug glivec used for cancer treatment costs 48 62 for 400 mg in south africa while its generic equivalent produced in india costs 4 82 2 increased access will result in higher levels of treatment which in turn will reduce death rates from preventable diseases in africa 1 hofmeyr jan africa rising popular dissatisfaction with economic management despite a decade of growth 2 op cit
test-health-hgwhwbjfs-pro02a,schools are the best place to create lasting lifestyle changes schools are playing an increasingly formative role in the sense that they re being tasked with not only knowledge transfer but also the creation of behaviors and placing emphasis on teaching students how to apply their knowledge 1 given this expanded mandate the schools are not only obliged to therefore offer choices that would go hand in hand with healthier behavior but also the perfect pressure point for lawmakers to go about introducing healthier lifestyles the simple reason is that our kids are increasingly looking not to their parents but schools and the environments they provide for advice on how to live their lives they are also the traditional environments for youth to continuously invent and reinvent themselves and therefore hold immense potential for behavior modification 1 fitzgerald e some insights on new role of schools new york times 21 january 2011 accessed 9 11 2011
test-health-hpehwadvoee-pro05a,greater awareness will increase donations there is a clear need around the world for more donors of organs in the uk there are about 4000 transplants a year but there are always more waiting in november 2012 there were 7593 people waiting so on average each will be waiting for almost two years 1 in germany there are over 12 000 waiting but only 2777 donations in 2012 2 the sacrifice of individual relatives who willingly choose death to save their loved ones therefore brings the need for donations into focus the media are likely to present heart breaking stories about loving people who made the ultimate sacrifice as a consequence more people will be aware of the issue and wish to fill in donor cards so that they might be able to minimise the number of voluntary donations in the event of their death thus there will be more naturally donated organs available and more lives will be saved 1 nhs choices introduction 19 october 2012 2 l tticke marcus germany lags behind in organ donations deutsche welle 4 january 2013
test-health-hpehwadvoee-pro01a,it is a natural thing to do we are biologically programmed to want to preserve our species as such our offspring will often be more important to ourselves than our own persons many doctors hear parents tell them how they wish that they could take over their child s terminal illness rather than have the child suffer 1 it is therefore natural and right for the older generation to sacrifice itself where possible to save the younger generation as crass as this might seem they are statistically more likely to die earlier than their offspring in any event and stand to lose less they have had the chance to experience more of a life than their child they are furthermore the cause of the child s existence and owe it to the child to protect it at any cost 1 monforte royo c and m v roqu the organ donation process a humanist perspective based on the experience of nursing care nursing philosophy 13 4 2012 295 301
test-health-hpehwadvoee-pro03a,the right to individual self determination is a fundamental human right equal to that of life itself it is a fundamental principle of the human being is that every human is born autonomous therefore we believe that every person has a right to his or her own body and is thus competent to make decisions about it this is because we recognise that whatever decisions we might make about our bodies stem from the knowledge that we have about our own preferences nobody can tell us how to value different goods and therefore what matters to one person might matter less to another if we were to undermine this right nobody would be able to live their life to its fullest as they would be living their life to someone else s fullest the extension of this right is that if someone values another person s life over their own it is their informed decision to sacrifice themselves for that person it is not for others to decide and in particular not for the state
test-health-hpehwadvoee-pro04a,we should preserve the person with greater quality of life we have to be able to measure quality of life relatively there might be many cases where a relative is terminally ill yet not dead yet this person with a survival prospect of maybe half a year of suffering and medication might have a perfectly functional organ 1 it is very rational both for this person and for society as a whole to allow him or her to undergo euthanasia at an early stage to save the other person 2 furthermore a person might sacrifice his or her life to provide an organ for a specific individual yet their other organs can still be used to save others of whom the donor might not have been aware it is sad that a person has to die but as this is the only option 3 it is a good thing that several people might live when one sacrifices their life 1 monforte royo c and m v roqu the organ donation process a humanist perspective based on the experience of nursing care nursing philosophy 13 4 2012 295 301 2 wilkinson dominc and julian savalescu should we allow organ donation euthanasia alternatives for maximizing the number and quality of organs for transplantation bioethics 26 1 2012 32 48 3 ibid
test-health-hpehwadvoee-con03a,this would encourage coercion for some to die to save others by allowing sacrificial donations society becomes vulnerable to abuse of this system it is possible that people are scared or coerced into sacrificing their lives for others while society does all it can for those who are ill it cannot start moving the boundaries for when it actively takes the lives of its citizens even when there is no coercion we cannot even know when a person is beyond all hope even in the direst situations there are exceptional cases when people recover however if we take a person s vital organs the process is irreversible therefore it is always wrong to prematurely kill another person while the recipient is still alive and within the realm of luck and miracles in the status quo the donor is already dead and the trade off is not a problem but this cannot be extended to the living
test-health-dhghhbampt-pro02a,although there are many accounts of the efficacy of alternative cancer treatments not one has been demonstrated to work in a clinical trial the national centre for conventional and alternative medicines has spent over 2 5bn on research since 1992 the dutch government funded research between 1996 and 2003 alternative therapies have been tested in mainstream medical journals and elsewhere not only have thousands of research exercises failed to prove the medical benefit alternative treatments for severe and terminal diseases serious peer reviewed studies have routinely disproved them it s all well and good to pick at mistakes in individual studies indeed this tactic often forms the mainstay of pleas for legitimacy made by members of the alternative medical community however the odds against such consistently negative results would be extraordinary by contrast conventional medicine only prescribes medicines and treatments that are proven and vigorously proven to work
test-health-dhghhbampt-pro01a,many alternative remedies such as homeopathy offer nothing but a false hope and can discourage patients from consulting a doctor with what may be serious symptoms there are good reasons why new therapies are tested in scientific trials first rather than just released on the public that it might work the first is to weed out side effects but the other is that if you give most people a medicine they will not unreasonably expect it to make them better an entire industry has grown out of alternative medicines no doubt many alternative practitioners are well meaning but this does not change the fact that people are making money out of something that as far as anyone can determine is basically snake oil although many people take both alternative and established treatments there are a growing number of patients who reject conventional medical wisdom there s an account of one such case here i in cases that prove fatal the availability of alternative medicines raises serious ethical and legal concerns and also undermines the stringent regimes of monitoring and supervision that qualified medical professionals are subjected to i david gorski death by alternative medicine who s to blame science based medicine 2008
test-health-dhghhbampt-con02a,the pharmaceutical and medical industries are worth billions of dollars annually they have an interest in ignoring the efficacy of remedies that are for the most part free or considerably cheaper it s understandable that the medical establishment has an interest in ignoring treatments that are freely available pharmaceutical companies make billions each year selling drugs that cost pennies to manufacture there is an enormous vested interest in insuring that the world in general and the west in particular remain tied to the idea that the only solution to disease is to swallow a pill provided by a man in a white coat there are other solutions that have been used for thousands of years before anybody worked out how to make a buck out of it for much of the world these therapies continue to be the ones people rely on and the rush of pharmaceutical companies to issue patents on genes of some of these traditional remedies suggests that there must be at least some truth in them
test-health-dhpelhbass-pro02a,those who are in the late stages of a terminal disease have a horrific future agead of them the gradual decline of their body the failure of their organs and the need for artificial support in some cases the illness will slowly destroy their minds the essence of themselves even if this is not the case the huge amounts of medication required to control their pain will often leave them in a delirious and incapable state at least five percent of terminal pain cannot be controlled even with the best care faced with this it is surely more humane that those people be allowed to choose the manner of their own end and have the assistance of a doctor to die with dignity one particular account was of sue rodriguez who died slowly of lou gehrig s disease she lived for several years with the knowledge that her muscles would one by one waste away until the day came when fully conscious she would choke to death she begged the courts to reassure her that a doctor would be allowed to assist her in choosing the moment of death they refused rodriguez did not accept the verdict and with the help of an anonymous physician committed suicide in february 1994 1 1 chris docker cases in history euthanasia cc 2000 accessed 6 6 2011
test-health-dhpelhbass-pro03a,suicide is a lonely desperate act carried out in secrecy and often as a cry for help the impact on the family who remain can be catastrophic often because they were unaware of how their loved one was feeling suicide cases such as megan meier an american teenager who committed suicide by hanging herself in 2006 1 as the parents have to launch police investigations into why their child might have felt so desperate by legalising assisted suicide the process can be brought out into the open in some cases families might have been unaware of the true feelings of their loved one being forced to confront the issue of their illness may do great good perhaps even allowing them to persuade the patient not to end their life in other cases it makes them part of the process they can understand the reasons behind their decision without feelings of guilt and recrimination and the terminally ill patient can speak openly to them about their feelings before their death 1 wikipedia suicide of megan meier en wikipedia org accessed 6 6 2011
test-health-dhpelhbass-con04a,it would have a damaging effect on society some people who do not agree with voluntary euthanasia argue that if it was legalised it would damage the moral and social foundation of society by removing the traditional principle that man should not kill and reduce the respect for human life it might also be the case that once voluntary euthanasia has been legalised this might lead to cases of involuntary euthanasia being carried out with people deciding that someone else s life such as the elderly or the terminally ill is not worth living and therefore performing euthanasia without their consent 1 a recent study discovered that some sufferers of locked in syndrome as many as three out of four of the main sample were happy and did not want to die 2 1 the case against religiouseducation co uik accessed 4 6 2011 2 barbara ellen who is to judge which lives are worth living guardian co uk 17 april 2011 accessed 6 6 2011
test-health-dhpelhbass-con03a,only god can give and take away life life is sacred so no one has the right to take a life this includes ones own as a result both suicide and assisted suicide are wrong there are many passages within the bible that speak of the idea that god has appointed a time for all to die hebrews 9 27 and as it is appointed unto men once to die but after this the judgement ecclesiastes 3 1 2 to every thing there is a season and a time to every purpose under the heaven a time to be born and a time to die a time to plant and a time to pluck up that which is planted ecclesiastes 7 17 be not over much wicked neither be thou foolish why shouldest thou die before thy time 1 in addition to this physicians are nowhere in scripture given authority to take someone s life apart from the government in the case of capital punishment all other human beings are given the commandment thou shalt not kill exodus 20 13 and thou shalt do no murder matthew 19 18 2 1 pastor art kohl the bible speaks on euthanasia political science and the bible 2002 accessed 6 6 2011 2 pastor art kohl the bible speaks on euthanasia political science and the bible 2002 accessed 6 6 2011
test-health-dhpelhbass-con01a,it is vital that a doctor s role not be confused the guiding principle of medical ethics is to do no harm a physician must not be involved in deliberately harming their patient without this principle the medical profession would lose a great deal of trust and admitting that killing is an acceptable part of a doctor s role would likely increase the danger of involuntary euthanasia not reduce it legalising assisted suicide also places an unreasonable burden on doctors the daily decisions made in order to preserve life can be difficult enough to require them to also carry the immense moral responsibility of deciding who can and cannot die and the further responsibility of actually killing patients is unacceptable this is why the vast majority of medical professionals oppose the legalisation of assisted suicide ending the life of a patient goes against all they stand for the hippocratic oath that doctors use as a guide states i will neither give a deadly drug to anybody if asked for it nor will i make a suggestion to this effect 1 1 medical opinion religiouseducation co uk accessed on 4 6 2011
test-sport-otshwbe2uuyt-pro03a,boycotting euro 2012 is proportional diplomacy is necessary with any regime almost no matter how oppressive they are however that does not show approval of a regime to the world in the way that high profile visits and events can just as the beijing olympics were the people s republic of china s coming out party so euro 2012 is an ideal chance for ukraine to show itself off to europe and the rest of the world if there was not a boycott this would implicitly show that europe approves of ukraine and the actions of its government in a list of possible diplomatic responses that range from verbal diplomatic complaints right up to sanctions a boycott represents a mid point a boycott is perhaps the best action that the european union leaders could take is it takes away the shine that the event would otherwise give the yanukovych it will be denying him the political benefits of the euros while highlighting rights concerns a boycott is also proportional because it gives ukraine s leaders a chance to reform before beginning any further measures that would have a much deeper effect on diplomatic relations
test-sport-otshwbe2uuyt-con05a,europe needs to prevent russian influence in ukraine if europe shuns ukraine then yanukovych has an obvious alternative he can turn to russia putin the newly re elected president of russia is holding out the option of a customs union with ukraine which yanukovych despite initially rejecting 1 is now showing more interest in joining 2 only a few years ago ukraine was being touted for possible nato membership and vice president biden called ukraine a european country where democracy rules 3 a turn towards russia therefore represents a failure of the european union and nato s policy towards its eastern neighbours where the aim is to promote democracy and human rights 1 interfax ukraine putin yanukovych statement ukraine will not join customs union conveys political emotions kyiv post 16 september 2011 2 interfax ukraine official ukraine shows keen interest in customs union kyiv post 15 march 2012 3 biden u s supports ukraine s nato bid usa today 21 july 2009
test-sport-otshwbe2uuyt-con04a,boycotts did not take place for the 2008 olympics despite the far worst human rights background it would be hypocritical for european leaders to boycott the euro 2012 finals because of ukraine s recent human rights record it an absurd overreaction when the focus is on the poor treatment of one woman timoshenko countries with poor human rights records have hosted major sporting events before without there being boycotts president bush was urged by some in the us such as former president clinton to boycott the beijing olympics and only a few countries boycotted on human rights grounds this was despite china having a considerably worse human rights record than ukraine and engaged in a violent crackdown in tibet in the run up to the games 1 similarly russia will be hosting the next winter olympics in 2014 should leaders essentially commit to boycotting these games too 1 bush will attend opening of beijing olympics cnn 3 july 2008
test-sport-otshwbe2uuyt-con01a,this is a sports event not a political event sport and politics are separate and should be kept separate this is the position of the organisers uefa has no position and will not take any regarding the political situation in ukraine and will not interfere with internal government matters 1 euro 2012 is a football tournament that is about entertainment and bringing nations together in a common love of a game in a non political sphere even pro democracy activists such as vatali klitschko are against the politicization of sports 2 politicization would be exactly what politicians are doing by engaging in cheap political stunts such as a boycott to promote their own human rights agendas 1 scott matt sports minister hugh robertson could boycott ukraine during euro 2012 the telegraph 2 may 2012 2 keating joshua european leaders consider euro cup boycott over tymoshenko passport foreignpolicy com 1 may 2012
test-sport-ybfgsohbhog-pro03a,counterpoint any large expenditure in one area will stimulate regeneration considering that the cost of hosting the london 2012 olympics is predicted at 2 375 billion expected to rise far higher regeneration is the least that can be expected as a le the olympics are a showcase hosting the olympics can be a way of making a strong political point because of the intense media scrutiny that accompanies the games during the cold war both moscow 1980 and los angeles 1984 were used by the ussr and usa to show their economic strength seoul in 1988 used the games to demonstrate south korea s economic and political maturity the beijing olympics in 2008 are seen by many as evidence of china s acceptance into the global community and a way for her to showcase her economic growth and acceptance of the west for new york the 2012 bid is a way of showing that the post 9 11 healing process has been completed and that the city is open for business despite the terrorist attacks
test-sport-ybfgsohbhog-con02a,the bidding process is too long tying up funds and land the bidding process takes too long bidding officially takes only two years unless a city fails to make the shortlist but most cities spend nearly a decade working on their bids obviously the bidding process costs money but it also ties up the land needed for any future olympic village or stadia from being developed until the bid outcome is known as well as diverting government funds away from other sporting events and activities furthermore the way the ioc works with each member deciding which city they wish to vote for means that personal relationships and international tension can count for more than the quality of the bid for example american foreign policy is thought to be disadvantaging new york in the 2012 bidding process given that the olympics are rotated between continents if a city fails to be selected it will be 12 years before it has another chance
test-sport-ybfgsohbhog-con03a,hosting is very expensive hosting is very expensive in recent times the olympics have never made a direct profit the bidding process alone for 2012 will cost each bidding city around 20m and whichever is selected will expect to pay at least 6 5bn paris with increased security fears athens spent 1 5bn on security out of a total of 12bn on the 2004 games the burden of this cost falls on government and therefore the taxpayer companies and individuals both paris and london s local governments have put aside around 2 4bn which will mean 20 per year extra in tax for every household in the cities big projects are notoriously hard to budget for so much so that london is estimating the total cost may go up by up to 50 and residents in los angeles have only just stopped paying for the over budget 1984 olympics through their local taxes if cities want to regenerate or improve their infrastructure then they should use this money directly on those projects rather than wasting it on subsidising a sporting event
test-sport-ybfgsohbhog-con01a,hosting only affects one city in large countries like the united states or china the benefits of the olympics are almost entirely focused on the host city even in smaller countries the benefits of a event played outside the host city or a training camp are negligible capital cities are often chosen after failed bids from birmingham in 1992 and manchester in 1996 and 2000 the ioc told the united kingdom that only a bid from london was likely to win which concentrates growth and development where it is least needed 90 of the economic impact of london 2012 is expected to come to london1 not surprising given that seventy five pence in every pound on the games is going towards the regeneration of east london 2furthermore house prices have been seen to rise in host cities like barcelona and sydney around the time of their olympics without comparable rises elsewhere in spain and australia respectively2 as such hosting only serves to entrench geographical economic divides 1 grobel w 2010 april 15 what are the london 2012 olympics 2012 worth retrieved may 13 2011 from intangible business 2 ormsby a 2010 may 21 benefits of hosting olympics unproven retrieved june 29 2011 from reuters
test-sport-tshbmlbscac-pro01a,collisions are exciting and fun to watch baseball is a form of entertainment and few plays are as entertaining as bang bang plays a close call on whether the runner is thrown out at the plate as a sport that s often criticized for being too slow and boring baseball has no clock the saying goes 1 it s important that it hold onto perhaps the most dramatic vivid play it has to offer one columnist described it this way when collisions do occur they re exciting we watch to see how well the catcher blocks the plate how hard the runner slides and whether the catcher can hold the ball as dangerous as that play may be it s exciting to watch 2 other sports like american football ice hockey and rugby feature plenty of violent hits baseball has so few of them that when they do happen they are doubly entertaining it is just not necessary for baseball to prohibit a small dose of something that is extremely common in other sports 1 william deresiewicz metaphors we play by american scholar june 6 2011 2 nick cafardo let s keep rule change off our plate please boston globe may 29 2011
test-sport-tshbmlbscac-pro03a,collisions are not as dangerous as they re feared to be some hits lead to injury but the vast majority do not one commentator challenged proponents of a rule change to name as many as five mlb catchers in the last 30 years who have had their careers ended or shortened as a result of a home plate collision personally i can t think of one 1 in posing some though not a substantial risk home plate collisions are very much like other aspects of the sport every time a pitcher throws a pitch the batter could get struck and hurt every time two outfielders converge on a fly ball there s a risk of injury baseball as with many other sports inherently involves the risk of injury it makes little sense to focus on this play which doesn t often result in significant injury moreover catchers are trained to position their bodies in ways that minimize the injury risk from crashes 2 if catchers do as they re trained they re very unlikely to get hurt 1 joe janish buster posey aftermath what should be done on baseball may 30 2011 internal quotation marks omitted 2 see for example relays cutoffs and plays at home baseball catcher com
