qid,query
test-health-ppelfhwbpba-pro02a,if personhood accrues at birth then abortion after inducing birth is wrong if birth is the crucial dividing line we use to decide when legal personhood begins then we should not be allowed to induce birth and then deliberately kill a foetus during that process this is different from early abortion in which birth is induced and the foetus dies naturally partial birth abortion is murder even on the pro choice understanding of personhood
test-health-ppelfhwbpba-pro01a,the foetus feels pain partial birth abortion is disgusting like all abortions it involves the killing of an unborn child but unlike first trimester abortions there is no doubt that the foetus can feel pain by the third trimester 1 the procedure involves sticking a pair of scissors into a baby s brain enlarging the hole sucking the brain out with a catheter and then crushing the skull it is entirely unacceptable to do this to a living human being psychological damage to the mother as a result of rape or teenage pregnancy or depression is in the end less significant than the physical damage death caused to the child 1 lee susan j et al fetal pain a systematic multidisciplinary review of the evidence journal of the american medical association vol 294 8 2005
test-health-ppelfhwbpba-pro03a,abortion is wrong per se when there are alternatives such as adoption tragically some babies are unwanted but this does not mean that we should kill them there are plenty of other options notably adoption if anything the case for adoption is more compelling in the third trimester because the pregnancy is nearer to its natural end and there is less time only about ten weeks for the mother to have to put up with it 1 unwanted pregnancy and adoption may be psychologically harmful but in many cases so is abortion particularly at a late stage of pregnancy when the mother can see that the dead foetus is recognisably a baby the guilt feelings associated with feeling that one is responsible for murdering a child can be unbearable 1 bupa stages of pregnancy april 2010
test-health-ppelfhwbpba-pro04a,banning partial birth abortions is in line with popular and accepted moral standards here is a vast amount of support in the united states for a ban on partial birth abortion opinion polls have shown a consistent increase in support for a ban as high as 70 in favour to 25 against in january 2003 1 furthermore in 1997 the house of representatives voted 295 136 and the senate 64 36 in favour of a ban for president clinton to veto it was undemocratic 2 for president bush not to pass it would have been to break a campaign promise 1 gallup abortion 30 november 2011 2 craig larry e clinton claims on partial birth abortion still not true not even legally accurate united states senate republican policy committee 15 september 1998
test-health-ppelfhwbpba-con02a,opposition to partial birth abortion is part of a strategy intended to ban abortion in general partial birth abortions form a tiny proportion of all abortions but from a medical and psychological point of view they ought to be the least controversial the reason for this focus is that late term abortions are the most obviously distasteful because late term foetuses look more like babies than embryos or foetuses at an earlier developmental stage late term abortions therefore make for the best pro life campaigning material by attempting to focus the debate here campaigners are aiming to conflate all abortions with late term abortions and to increase opposition to all abortion on that basis
test-health-ppelfhwbpba-con03a,partial birth abortions are safer than any available alternative the d amp x abortion procedure generates the minimum of risk for the mother banning it means that the only alternatives are premature labour induction for which mortality rates are 2 5 times higher and is emotionally very difficult due to the length of time it takes 1 it is also likely to be unacceptable to the proposition and hysterotomy which results in removal of the womb finally as those who are having late partial birth abortions are likely to be suicidal or at least will be very determined to get rid of their child they are the most likely to resort to back street methods that cause damage to themselves 1 the harriet and robert heilbrunn department of population and family health abortion
test-health-ppelfhwbpba-con01a,the concept of foetal rights is an attack on the autonomy of women the culture of foetal rights reflects a dangerous litigious trend in american society and implies a view of pregnant women as being nothing more than baby carrying machines whose independence and autonomy should be restricted and whose motivations should be questioned at every turn if this has implications for the abortion debate then those implications are profoundly damaging to women in general in any case the mother of a wanted baby has entirely different responsibilities toward the unborn foetus from the mother of an unwanted baby that s why our society allows both abortions and antenatal classes
test-health-dhgsshbesbc-pro02a,it s in the interests of employees it s in the interests of the hiv positive employee right now although in many countries it is illegal to fire someone for having hiv 1 prejudiced employers can claim that they didn t know their employer had hiv when they fired him so they must have been acting on other grounds the employee then has to try and prove that they did know which can be very hard furthermore once informed the employer can reasonably be expected to display a minimum level of understanding and compassion to the employee 1 civil rights division ouestions and answers the americans with disabilities act and persons with hiv aids u s department of justice
test-health-dhgsshbesbc-pro03a,it s in the interests of co workers it s in the interests of other workers the possibility of transmission while very unlikely is real and one they have a right to know about so as to be able to guard against it while most of the time it will not be problem as transmission requires a transfer of bodily fluids this may occasionally happen in a workplace 1 this is particularly true of healthworkers e g doctors nurses dentists midwives paramedics etc who should have both a moral and a legal obligation to disclose if they are hiv positive even outside the medical field industrial accidents may expose employees to risk employers have a duty to protect their workforce 1 centers for disease control and prevention hiv transmission department of health and human services
test-health-dhgsshbesbc-pro04a,tackling hiv requires a responsible and active position by everyone businesses ought to take a responsible and active position on hiv the issue isn t going to go away successful programs designed to help hiv positive employees remain in the workplace for as long as they want to do so should be developed procedures for treating personnel with fairness and dignity must be put in place the potential fears and prejudices of other employees must be combated the beginning of that process is ensuring they know about the problem and crucially the scale of it without knowledge of the numbers involved employers may put in place inadequate medical and pensions arrangements that will ultimately prove inadequate
test-health-dhgsshbesbc-con03a,it is a disincentive to get tested in the first place the requirement to disclose their condition if known would be a disincentive to get tested in the first place this is especially the case for many people in places like sub saharan africa but also applies widely elsewhere their job is so important to them since there s no safety net to speak of if they lose it that they d prefer to go in ignorance of their hiv status than find out and risk being fired for it the medical repercussions of that are obvious
test-health-dhiacihwph-pro02a,savings can be used in other sections of medical care the decreased cost of pharmaceuticals allows african states to focus on other aspects of medical schemes pharmaceuticals are not the only aspect in treatment there needs to be sufficient staff medical equipment and infrastructure 1 these requirements cost money which the savings made on pharmaceuticals provide in europe 50 of dispensed medicines are generic yet they cost only 18 of pharmaceutical expenditure with a similar model predicted for south africa this allows the state to focus on other aspects of medical schemes 2 1 ibid 2 health24 south africans embrace generic meds
test-health-dhiacihwph-pro03a,reduce the prominence of bad and fake drugs the increased availability of high quality generic drugs will reduce the numbers of bad and fake pharmaceuticals on the markets the cost of patented drugs has forced many to search for other options this is exploited by the billion dollar global counterfeit drug trade 1 fake drugs are the cause of around 100 000 deaths in africa every year bad drugs which are substandard have also found their way in to africa one in six tuberculosis pills have been found to be of a poor quality 2 the widespread introduction of low cost high quality drugs will hopefully ensure that consumers do not turn to sellers in market places 1 sambira j counterfeit drugs raise africa s temperature 2 ibid
test-health-dhiacihwph-pro04a,unfair to apply same patent laws universally it is unrealistic to expect poorer countries such as those in africa to pay the same price as the developed world s markets current patent laws for many countries dictate that prices for buying patented drugs should be universally the same this makes it extremely difficult for african countries to purchase pharmaceuticals set at the market price of developed countries in the us there are nine patented drugs which cost in excess of 200 000 1 to expect developing african states to afford this price is unfair and reinforces the exploitative relationship between the developed and developing world generic drugs escape this problem due to their universally low prices 1 herper m the world s most expensive drugs
test-health-dhiacihwph-con02a,cheaper drugs aren t trusted by consumers the differences in price between generic and patented drugs can be disconcerting to those wishing to buy pharmaceuticals as with other product logic generally follows the rule that the more expensive option is the most effective there are reports from the usa of generic drugs causing suicidal tendencies 1 these factors combined with the lower levels of screening for drugs in africa mean that cheaper drugs are generally distrusted 2 1 childs d generic drugs dangerous differences 2 mercurio b resolving the public health crisis in the developing world problems and barriers of access to essential medicines
test-health-dhiacihwph-con03a,most vital drugs are already generic many drugs which are used in the treatment of hiv malaria and cancer are already generic drugs which are produced in their millions 1 this removes the necessity to provide further high quality generic drugs as there is already an easily accessible source of pharmaceuticals effective treatments for malaria in conjunction with prevention methods have resulted in a 33 decrease in african deaths from the disease since 2000 2 the drugs responsible for this have been readily available to africa demonstrating a lack of any further need to produce pharmaceuticals for the continent 1 taylor d generic drug solution for africa not needed 2 world health organisation 10 facts on malaria march 2013
test-health-dhiacihwph-con01a,dominance of generic drugs will reduce reinvestment and innovation in donating countries the production of high quality generic drugs endangers pharmaceutical progress in order to export high quality generic drugs some countries have suggested allowing generic drug manufacturers access to patented drugs in canada amendments to canada s access to medicine regime camr would have forced pharmaceutical research companies to give up their patents 1 this is problematic however as research based companies invest a large proportion of their profits back in to the industry the requirements proposed for some western countries for obligatory quantities of generic drugs to be given to africa have been accused to removing any incentive to invest in research to combat disease 2 1 taylor d generic drug solution for africa not needed 2 ibid
test-health-ahiahbgbsp-pro02a,reduce smoking a ban on smoking in public places would help reduce the rates of people smoking by making it appear socially unusual people will have to leave enclosed public places to smoke each time they want to smoke this is particularly important in africa which is at an early stage of the tobacco epidemic where it can be prevented from ever coming to be seen as being normal the ban both through the new obstacle and the change in norms could reduce smoking rates in england nine months after such a ban the fall in smoking rates such as with much of the global north accelerated 1 it has been claimed by up to 400 000 1 daily mail reporter smoking ban spurs 400 000 people to quit the habit daily mail 4 july 2008
test-health-ahiahbgbsp-pro05a,nip the problem in the bud smoking rates in africa are relatively low a range of 8 27 with an average of only 18 of the population smoking 1 or the tobacco epidemic is at an early stage 2 that s good but the challenge is to keep it that way and reduce it a ban on smoking in public places at this stage would stop tobacco gaining the widespread social acceptability that caused it to thrice in the 20th century in the global north the solution is to get the solutions in now not later 1 kaloko mustapha the impact of tobacco use on health and socio economic development in africa african union commission 2013 p 4 2 bill and melinda gates foundation what we do tobacco control strategy overview bill amp melinda gates foundation no date
test-health-ahiahbgbsp-pro03a,easy to introduce a ban on smoking in public places would be simple to enforce it is an obvious activity and does not require any form of complex equipment or other special techniques it would largely be enforced by other users of public places and those working there if it changes attitudes enough it could be largely self enforcing by changing attitudes and creating peer pressure 1 1 see hartocollis anemona why citizens gasp are the smoking police new york times 16 september 2010
test-health-ahiahbgbsp-pro04a,reduces growth of tobacco less people smoking means less tobacco being purchased something that would contribute to the reduction in the tobacco industry the industry is known for its exploitative labour practices from child labour 80 000 children in malawi work in tobacco farming can result in nicotine poisoning 90 of what is grown is sold to american big tobacco 1 to extortionate loans 2 reducing the size of such an industry can only be a good thing 1 palitza kristin child labour tobacco s smoking gun the guardian 14 september 2011 2 action on smoking and health p3
test-health-ahiahbgbsp-con02a,unenforceable smoking bans are often unenforceable in higher income countries this is because they require expensive manpower or cctv in order to stop those flouting the ban with scarce resources a police force will almost always have other more important crimes to deal with if berlin 1 and new york city 2 cannot enforce them most african cities won t be able to either ghana s advertising ban has been flouted in the past when asked in a survey about advertising 35 of ghanaians recalled hearing a tobacco advert on radio or television despite such ads being banned 3 1 afp smoking ban not enforced in parts of germany spiegel online 2 july 2008 2 huff post new york nyc smoking ban in parks will not be enforced by nypd mayor huffington post 2 november 2011 3 kaloko mustapha 2013 p 18
test-health-ahiahbgbsp-con04a,pack labelling or taxation a better alternative if it s not enforceable enforceable solutions ought to be used instead it would be easier to enforce pack labelling and branding requirements from larger and clearer health warnings to even brand free packs of course american style lawsuits by governments against tobacco manufacturers could be tried as suggested in nigeria 1 1 irin nigeria govt hits tobacco companies with whopping law suit irinnews org 9 november 2007
test-health-ahiahbgbsp-con03a,ban would harm the wider economy a ban could harm the wider economy from bars to clubs if smokers are unable to smoke inside they may be more likely to stay away according to some critics this lead to the closures of bars in the uk when such a ban was brought in 1 research in the united states has shown drops in employment in bars of between 4 and 16 percent 2 1 bbc news mps campaign to relax smoking ban in pubs bbc news 2011 2 pakko michael r clearing the haze new evidence on the economic impact of smoking bans the regional economist january 2008
test-health-ahiahbgbsp-con01a,paternalistic personal autonomy has to be the key to this debate if people want to smoke and the owner of the public place has no issue with that it is not the role of the state to step in while smoking is dangerous people should be free in a society to take their own risks and live with their decisions all that is required is ensuring that smokers are educated about the risks so that they can make an informed decision
test-health-hpehwadvoee-pro02a,the guilt may be too heavy a burden for the relative who could have saved a life it is not fair to ask of a parent to live with the guilt of having been able to save their child and not doing so believing that they are guilty of their child s death can cause post traumatic stress syndrome which in turn is a major cause of suicides 1 1 monforte royo c et al the wish to hasten death a review of clinical studies psycho oncology 20 8 2011 795 804
test-health-hpehwadvoee-con02a,the recipient is forced to receive the sacrifice of another in many cases the recipient is not in position to consent to the donation thus even if it saves his or her life it is comes with an intrusion on his or her moral integrity that he or she might value higher than survival if we are to receive such a drastic sacrifice from someone that we love surely we must have a right to veto it 1 this means that to enable the choice of the donor the choice of the receiver has been ignored there seems to be little reason to simply switch those two positions around as is proposed 1 monforte royo c et al the wish to hasten death a review of clinical studies psycho oncology 20 8 2011 795 804
test-health-hpehwadvoee-con05a,doctors should not be asked to take the moral burden of people who want to commit suicide it is not fair to ask doctors who have committed their lives to preserving health to act as an instrument of killing a person the doctor will then have to live with the doubt as to whether the act of assisting in the donation was just or not in other words if the person who wanted to die for another did not do so voluntarily the act of killing him or her is morally wrong and the doctor becomes complicit in order to carry out this scheme the individual moral autonomy of doctors will be violated 1 1 tremblay joe organ donation euthanasia a growing epidemic catholic news agency 2013
test-health-hpehwadvoee-con04a,the role of society is to save lives not to assist in suicide the purpose of society the health sector and more specifically the doctors is to preserve health not to be damaging health or even assisting in the ending of a life even if voluntarily as part of this death is sometimes something that must be affected however it is not in line with the purpose of medical professionals to kill a healthy person the solution is to focus every possible effort on curing the sick person but society cannot be complicit in killing a healthy person 1 1 tremblay joe organ donation euthanasia a growing epidemic catholic news agency 2013
test-health-hpehwadvoee-con01a,self preservation is our primary moral duty many people especially those who belong to religious groups believe that we have a duty to preserve our own lives they would argue that suicide is never justified even if the reasons might appear to be good it is impossible to sacrifice your life for others because you cannot know how important your life is to others in relation to how important other people s lives are either life is invaluable and it is thus impossible to value one life higher than others or it can be valued but it is impossible for us to assess our life s value in relation to others therefore while we accept that some might die it is not for the individual to take matters into his or her own hands and accelerate the process as this decision might be made on the wrong grounds but cannot be reversed
test-health-dhghhbampt-con03a,alternative medical practitioners tend to spend more time with their patients and get a better understanding of them as a whole as a result they are more likely to treat the person than the symptom modern medicine tends to treat an individual symptom without putting it in the context of the whole person and so will often fail to see it as part of a wider pathology alternative practitioners tend to spend more time with their patients and so are better placed to asses individual symptoms as a part of the person as a whole rather than just dealing with symptoms one as a time as the crop up
test-health-dhghhbampt-con01a,a huge number of fully accepted medical practices started being seen as something a bit off the wall it s wrong to deny sick people access to a treatment that may be mainstream in 20 years there is a fine line between what is considered alternative and what is thought of as mainstream techniques do move across that line and when they do so they are seen as mainstream however this process of reform refinement and acceptance takes time in the meantime it is simply unfair to deny treatment to patients who want it because the medical establishment is beholden to a conservative academic orthodoxy and drug and treatment providers with vested interests in ensuring that particular cures and techniques will continue to be purchased and utilised
test-sport-aastshsrqsar-pro02a,broadening participation the talent pool in south african rugby is not as racially diverse as one would expect from the rainbow nation some commentators have argued that england and france produce more top level black players than south africa 1 this is because top level players are a result of development from the grassroots up targets or quotas could not only improve the talent pool of today but could broaden it for the future a new generation of youth across all races in south africa would be able to see that rugby union is a sport that accepts people from their backgrounds making them more likely to participate in rugby union either as players coaches referees or as a general part of the rugby fraternity 1 blackwell james south african rugby quotas right or wrong sporting mad 16 september 2013
test-sport-aastshsrqsar-pro01a,radical action needed for racial equality in south africa it is plain for all to see how unrepresentative rugby union in south africa is while there is not necessarily a deliberate policy of racism it is very easy for biases to creep in across the division where the quotas will come in only about 6 of players are black a number that should increase to 33 1 quotas could help concentrate the mind to ensure that the best team is picked at grass roots level there have been some cases of flat out racial abuse of non white players including using racial terms that are particularly offensive in a south african context 1 peacock james peter de villiers says racial quotas are waste of time bbc sport 15 august 2013
test-sport-aastshsrqsar-pro03a,most south africans support quotas in 2006 the south african social attitudes survey revealed that most south africans 56 support a quota system 1 this support remained roughly the same over a four year period sport should reflect the will of the population of the country if the population wants quotas then there should be quotas there is particularly strong support from quotas among black people 63 implying they feel that something needs to be done in order to let them into the sport doing nothing will simply ensure the status quo with very few non white rugby players remains indefinitely 1 struwig jare and roberts ben the numbers game public support for sports quotas south african social attitudes survey p 13
